Seccion;Titulos;Copete;URLS
Politica;Disputa en Diputados ante el retorno de la Ley Bases: la discusión reglamentaria que puede complicar la votación;Ante los significativos cambios que se espera que haga el Senado, el oficialismo no se resigna y asegura que puede insistir con la redacción original que ya tuvo media sanción. Los bloques dialoguistas se mantienen expectantes. La opción que alguno califican como antirreglamentaria;https://www.infobae.com/ultimas-noticias//politica/2024/05/18/disputa-en-diputados-ante-el-retorno-de-la-ley-bases-la-discusion-reglamentaria-que-puede-complicar-la-votacion/
Politica;Javier Milei en España: reuniones con empresarios, entrevistas y acuerdos políticos;Javier Milei se encuentra en Madrid, donde tuvo reuniones con empresarios y se prepara para participar de un cónclave con el partido español, VOX.;https://elintransigente.com/2024/05/javier-milei-en-espana-reuniones-con-empresarios-entrevistas-y-acuerdos-politicos/
Politica;«Cuando no veas un patrullero acordate de Axel»: el PRO arremetió contra Kicillof por el acuerdo con Pullaro;La cúpula del PRO salió a criticar a Axel Kicillof por enviar efectivos policiales a Rosario para combatir el narcotráfico.;https://elintransigente.com/2024/05/cuando-no-veas-un-patrullero-acordate-de-axel-el-pro-arremetio-contra-kicillof-por-el-acuerdo-con-pullaro/
Politica;La oposición presiona al Gobierno con las jubilaciones: pidieron una sesión para tratar una nueva fórmula;A un paso de la media sanción La fecha solicitada es el próximo 4 de junio. No hubo un acuerdo entre Unión por la Patria y la oposición dialoguista como se esperaba para la firma del dictamen, pero los textos son muy similares. No se descarta un acercamiento para construir una mayoría en la sesión.;https://www.c5n.com/politica/la-oposicion-presiona-al-gobierno-las-jubilaciones-pidieron-una-sesion-tratar-una-nueva-formula-n158289
Politica;Tras las críticas, el Gobierno porteño relanzará su programa de asistencia a personas en situación de calle;Anuncio oficial;https://www.c5n.com/politica/tras-las-criticas-el-gobierno-porteno-relanzara-su-programa-asistencia-personas-situacion-calle-n158288
Politica;"Margarita Barrientos: ""Voté a Javier Milei pero no sé si volvería a hacerlo""";Criticó la liberación de precios;https://www.c5n.com/politica/margarita-barrientos-vote-javier-milei-pero-no-se-si-volveria-hacerlo-n158238
Politica;El ajuste del Gobierno ya pone en riesgo programas con financiamiento internacional por u$s1.700 millones;Efectos del Plan Motosierra;https://www.c5n.com/politica/el-ajuste-del-gobierno-ya-pone-riesgo-programas-financiamiento-internacional-us1700-millones-n158200
Politica;Ley Bases y paquete fiscal: finalizan exposiciones en el Senado y dialoguistas piden no apurar dictámenes;El debate se reanudará a las 10.30. El Gobierno acumuló sugerencias de cambios -faltan otros- y se esperan respuestas. Puja para estirar una definición. Choque de interlocutores de la Casa Rosada;https://www.infobae.com/politica/2024/05/16/ley-bases-y-paquete-fiscal-finalizan-exposiciones-en-el-senado-y-dialoguistas-piden-no-apurar-dictamenes/
Politica;"El particular apodo que Milei le puso a Luis Caputo: ""Es irrompible""";Elogió su gestión;https://www.c5n.com/politica/el-particular-apodo-que-javier-milei-le-puso-luis-caputo-es-irrompible-n158240
Politica;El Gobierno ratificó que el Pacto de Mayo será el próximo 25;En conferencia de prensa;https://www.c5n.com/politica/el-gobierno-ratifico-que-el-pacto-mayo-sera-el-proximo-25-n158202
Politica;"Pullaro confirmó que irá al Pacto de Mayo: ""Creemos en la importancia del diálogo y el debate""";En Córdoba;https://www.c5n.com/politica/maximiliano-pullaro-confirmo-que-ira-al-pacto-mayo-creemos-la-importancia-del-dialogo-y-el-debate-n158281
Politica;Kicillof e Ignacio Torres, una foto que preocupa al Gobierno;En Rawson;https://www.c5n.com/politica/axel-kicillof-e-ignacio-torres-una-foto-que-preocupa-al-gobierno-n158239
Politica;Excepto La Libertad Avanza, Diputados rechazó la visita de David Cameron a las Islas Malvinas;En un proyecto de resolución;https://www.c5n.com/politica/excepto-la-libertad-avanza-diputados-rechazo-la-visita-david-cameron-las-islas-malvinas-n158256
Politica;Por unanimidad: el Consejo Nacional del PJ aprobó la convocatoria a elecciones para el 17 de noviembre;Hay fecha;https://www.c5n.com/politica/por-unanimidad-el-consejo-nacional-del-pj-aprobo-la-convocatoria-elecciones-el-17-noviembre-n158127
Politica;Nicolás Posse estimó una inflación de casi el 140% y un dólar oficial a $1016;Informe de gestión en el Senado;https://www.c5n.com/politica/nicolas-posse-informe-gestion-senado-15-mayo-2024
Politica;Una diputada libertaria propone endurecer las penas a quienes cometan delitos con armas de juguete;Inseguridad;https://www.c5n.com/politica/una-diputada-libertaria-propone-endurecer-las-penas-quienes-cometan-delitos-armas-juguete-n158121
Politica;Ante los embates del kirchnerismo, Posse defendió el RIGI y el plan económico de Milei en su primer informe en el Senado;La mesura del jefe de Gabinete bloqueó las críticas del Frente de Todos. La oposición dialoguista buscó respuestas a inquietudes que quedaron insatisfechas. Alerta por caída del PBI y recesión;https://www.infobae.com/politica/2024/05/16/posse-dio-su-primer-informe-en-el-senado-y-prometio-una-inflacion-menor-a-la-del-ultimo-ano-kirchnerista/
Politica;"Yacobitti, tras la actualización de los gastos de funcionamiento para la UBA: ""Es un triunfo de todos""";Levantaron la emergencia presupuestaria;https://www.c5n.com/politica/yacobitti-la-actualizacion-los-gastos-funcionamiento-la-uba-es-un-triunfo-todos-n158234
Politica;Ley Bases: el Gobierno y la UCR acercan posiciones;Negociaciones contrarreloj En el Senado todavía no se firmó el dictamen para llevar el proyecto al recinto, y el oficialismo quiere asegurarse los votos de los radicales, aunque para ello debe aceptar los cambios que pide el bloque. Hubo una reunión clave entre Vischi, Francos, Caputo y Lule Menem.;https://www.c5n.com/politica/ley-bases-el-gobierno-y-la-ucr-acercan-posiciones-n158253
Politica;"""Que Milei se ponga las bolas y dirija el país"", el fuerte reclamo de Eduardo Eurnekian al Presidente";Polémica respuesta;https://www.c5n.com/politica/que-milei-se-ponga-las-bolas-y-dirija-el-pais-el-fuerte-reclamo-eduardo-eurnekian-al-presidente-n158255
Politica;Familiares de víctimas del atentado a la AMIA cuestionaron el homenaje del Gobierno a Menem;Por redes sociales;https://www.c5n.com/politica/una-agrupacion-familiares-victimas-la-amia-cuestiono-el-homenaje-del-gobierno-carlos-menem-n158192
Politica;"Milei apuntó contra los analistas, los tildó de ""chantas"" y reiteró que ""no hay atraso cambiario""";Recoleta;https://www.c5n.com/politica/javier-milei-apunto-contra-los-analistas-los-tildo-chantas-y-reitero-que-no-hay-atraso-cambiario-n158232
Politica;Manifestantes repudiaron la presencia de Javier Milei en España;El presidente fue recibido con una protesta en frente de la Embajada argentina en Madrid, donde se reunió con empresarios;https://www.lagaceta.com.ar/nota/1035452/politica/manifestantes-repudiaron-presencia-javier-milei-espana.html
Politica;El Gobierno acusó de sedición a los policías de Misiones que se acuartelaron por un reclamo salarial;“Se actuará con dureza y con todas las consecuencias de ley”, anticipó el ministro de Gobierno misionero.;https://www.lagaceta.com.ar/nota/1035448/politica/gobierno-acuso-sedicion-policias-misiones-se-acuartelaron-reclamo-salarial.html
Politica;"La dura respuesta de Pedro Sánchez a la visita de Javier Milei a España: ""Representamos todo lo que odian y les ganaremos""";"El presidente español habló en un acto de campaña en Barcelona.Antes, Milei habló de ""el cáncer del socialismo"", la ""aberrante"" justicia social y los ""rojitos"".Pedro Sánchez España Javier Milei Últimas Noticias";https://www.clarin.com//mundo/dura-respuesta-pedro-sanchez-visita-javier-milei-espana-representamos-odian-ganaremos_0_aNh01l63y1.html
Politica;"Javier Milei se reunió con empresarios españoles en Madrid: dijo que ""fue fabuloso"" y que volverá a España el mes próximo a recibir un premio";El grupo de empresarios españoles de la reunión fue encabezado por Antonio Garamendi, presidente de la CEOE. El libertario volverá en junio a ese país europeo para ser premiado y sostuvo que no cree que el gobierno quiera recibirlo.Javier Milei España Últimas Noticias;https://www.clarin.com//politica/milei-reunio-empresarios-espanoles-madrid-fabuloso_0_Z5fWYt9gjq.html
Politica;"Javier Milei y sus medidas, EN VIVO: ""Milei no es libertad, es fascismo"", la protesta de feministas y militantes K en la puerta de la embajada argentina en Madrid";"Fue al llegar al encuentro que mantuvo con empresarios españoles y que calificó como ""fabuloso"". Sobre el mediodía argentino, se reunirá con el líder de Vox, Santiago Abascal.Javier Milei España Últimas Noticias";https://www.clarin.com//politica/javier-milei-medidas-vivo-presidente-reune-espana-empresarios-presidente-vox-santiago-abascal_0_XQQxc6SjCt.html
Politica;"Lilia Lemoine habla de todo: Karina, el poder, los perros de Olivos y por qué dice que ""el peronismo fue Perón, Menem y ahora es Milei""";"La diputada liberal descartó que crezca la conflictividad social y consideró que la gente ""no quiere sangre"".Influencer, cosplayer y espada de los libertarios de paladar negro, dice ""ya no va a haber"" inflación y que en pandemia se cometieron crímenes de lesa humanidad.Lilia Lemoine La Libertad Avanza Javier Milei Cámara de Diputados Últimas Noticias";https://www.clarin.com//politica/lilia-lemoine-habla-karina-poder-perros-olivos-dice-peronismo-peron-menem-ahora-milei_0_WZpL9I7Q90.html
Politica;Con la Ley Bases trabada en el Senado, crecen las dudas sobre el Pacto de Mayo;"Mientras el jefe de Gabinete, Nicolás Posse, daba su primer informe de gestión en el Senado, se dificultaba el dictamen por la Ley Bases. Milei dice que ""no es desesperante, las reformas tarde o temprano se van a hacer"".";https://www.a24.com/politica/con-la-ley-bases-trabada-el-senado-crecen-las-dudas-el-pacto-mayo-n1318758
Otras;Pionera de las modulares. La casa que encontraron en un bosque cuyos planos se publicaron en una revista de bricolaje en 1972;La pequeña cabaña, uno de los pocos ejemplos existentes de un diseño popular de la década de 1970, no tenía calefacción ni baño pero podía tener dueño por US$85.000;https://www.lanacion.com.ar/propiedades/construccion-y-diseno/encontraron-una-casa-atornillada-en-un-bosque-cuyos-planos-se-publicaron-en-una-revista-de-bricolaje-nid15052024/
Otras;“Desenmascarando a Spacey”: infancia violenta y testimonios inéditos de acoso en un documental que hiela la piel;A través de relatos y análisis, el documental examina cómo el actor pudo evadir consecuencias durante años en la industria del espectáculo;https://www.infobae.com/autor/javier-garcía/
Otras;Mira el nuevo tráiler de House of the Dragon 2 y prepárate para la batalla;La segunda temporada profundiza en la guerra civil de Westeros, enfrentando a los Consejos Verde y Negro en una lucha por el Trono de Hierro;https://www.infobae.com/autor/jimmy-nomesqui-rivera/
Otras;La fecha de estreno y el adelanto que todos los fans de Tolkien han estado esperando;En un esperado anuncio, Prime Video confirma que la serie basada en el universo de Tolkien, “Los Anillos de Poder”, regresa con su segunda temporada, prometiendo más aventuras épicas;https://www.infobae.com/autor/millan-camara/
Otras;Tomar un vino de... 1940. Crece la costumbre de guardar vino y el gusto por las botellas añejas;Por motivos emocionales, pero también porque muchas de estas bebidas mejoran con el paso del tiempo, cada vez más argentinos se suman a esta tendencia que se ve, incluso, en los restaurantes;https://www.lanacion.com.ar/sabado/tomar-un-vino-de-1940-crece-la-costumbre-de-guardar-vino-y-el-gusto-por-las-botellas-anejas-nid15052024/
Nacionales;La AMT secuestró más de 120 vehículos en los últimos 30 días;Entre ellos remises ilegales, taxis y remises habilitados con falta de documentación, otros que usaban la plataforma UBER y colectivos que hacían turismo, sin la correspondiente habilitación.;https://www.eltribuno.com/salta/2024-5-15-16-42-0-la-amt-secuestro-mas-de-120-vehiculos-en-los-ultimos-30-dias-muchos-sin-documentacion
Nacionales;Un hombre se encadenó en la plaza 9 de Julio y denuncia a una clinica privada por mala praxis;El hombre denuncia que ingresó\xa0a la clínica\xa0por un dolor en el ciático y lo dejaron\xa0en silla de ruedas.;https://www.eltribuno.com/salta/2024-5-15-12-40-0-un-hombre-se-encadeno-en-la-plaza-9-de-julio-y-denuncia-a-una-clinica-privada-por-mala-praxis
Nacionales;¿Querés ganar más de $700.000? Estos son los requisitos para ser chofer de colectivo;Un trabajo estresante, puesto en jaque constantemente por el contacto con los pasajeros, pero que no requiere de estudios superiores.;https://www.eltribuno.com/salta/2024-5-13-18-11-0-queres-ganar-mas-de-700-000-estos-son-los-requisitos-para-ser-chofer-de-colectivo
Nacionales;"VIDEO. Escaneo de Iris: el presidente de la empresa dijo que quieren crear ""una red global de humanos""";"Martín Mazza, gerente de Worldcoint Argentina, habló en exclusiva con El Tribuno y destacó su convocatoria en Argentina, en donde más del 1% de la población ya está verificada. En Salta, se instalaron en Vaqueros. ""Worldcoint se creó para desarrollar a través del escaneo del iris, la prueba de humanidad que permite diferenciar en internet a un ser humano de un bot"", afirmó Mazza.";https://www.eltribuno.com/salta/2024-5-14-19-6-0-video-escaneo-de-iris-el-presidente-de-la-empresa-dijo-que-quieren-crear-una-red-global-de-humanos
Nacionales;Arreglos de la calzada en calle Pueyrredón de 2600 a 2800: piden circular con precaución;Los trabajos consisten en bacheo de hormigón por lo que el tiempo de fraguado demandará alrededor de 20 días. Se solicita a los conductores evitar circular por la zona o utilizar vías alternativas.;https://www.eltribuno.com/salta/2024-5-15-15-9-0-arreglos-de-la-calzada-en-calle-pueyrredon-de-2600-a-2800-piden-circular-con-precaucion
Nacionales;Banco Macro lanza una línea de créditos hipotecarios sin límites de monto;Banco Macro saca préstamos para la adquisición de primera y segunda vivienda, con tasas preferenciales, plazos accesibles y una línea para jóvenes.;https://www.eltribuno.com/salta/2024-5-15-0-0-0-banco-macro-lanza-una-linea-de-creditos-hipotecarios-sin-limites-de-monto
Nacionales;Inflación de abril: cuáles son los rubros que más aumentaron en Salta y en la región;A tono con el informe nacional, en el Noroeste se sintió fuerte el incremento de los alquileres de viviendas, las subas de las tarifas de electricidad, gas y combustibles, y el elevado costo de internet y telefonía.;https://www.eltribuno.com/salta/2024-5-14-18-47-0-inflacion-de-abril-cuales-son-los-rubros-que-mas-aumentaron-en-salta-y-en-la-region
Nacionales;Es oficial el acuerdo de Salta y Jujuy por Salinas Grandes;El Ejecutivo salteño publicó ayer la ley 8429 en el Boletín Oficial.;https://www.eltribuno.com/salta/2024-5-15-0-0-0-es-oficial-el-acuerdo-de-salta-y-jujuy-por-salinas-grandes
Nacionales;Salta incorporará los preceptos de la ley Johana a la legislación provincial;La Cámara de Diputados sancionó ayer de manera unánime la adhesión de la Provincia a la ley nacional que garantiza asistencia medica y contención en casos de muerte perinatal.;https://www.eltribuno.com/salta/2024-5-15-0-0-0-salta-incorporara-los-preceptos-de-la-ley-johana-a-la-legislacion-provincial
Nacionales;El municipio recuperó 25 espacios públicos desde el inicio de la gestión;Se trata de lugares donde se encontraban abandonadas estructuras como kioskos o carros en zona norte, zona oeste, parque San Martín y San Luis. Las reiteradas notificaciones no fueron respondidas por los propietarios dando lugar al operativo de recuperación.;https://www.eltribuno.com/salta/2024-5-15-11-27-0-el-municipio-recupero-25-espacios-publicos-desde-el-inicio-de-la-gestion
Nacionales;Crecimiento con los servicios mineros;La pyme salteña De las Nubes se posicionó como proveedora.;https://www.eltribuno.com/salta/2024-5-12-1-19-0-crecimiento-con-los-servicios-mineros
Nacionales;En tres meses, Salta exportó US$54 millones en minerales;Comparado con igual período de 2023 significa una caída del 28% en las ventas. Se explica por un menor rendimiento de la mina de oro Lindero.;https://www.eltribuno.com/salta/2024-5-12-1-8-0-en-tres-meses-salta-exporto-us-54-millones-en-minerales
Nacionales;Feria minera en el pueblo donde la gente ya no se va;En Estación Salar de Pocitos toda la comunidad festejó por su desarrollo.\xa0La localidad salteña tiene empleo pleno. El litio provocó una verdadera revolución.;https://www.eltribuno.com/salta/2024-5-12-1-6-0-feria-minera-en-el-pueblo-donde-la-gente-ya-no-se-va
Nacionales;El régimen que puede destrabar la inversión en el proyecto Taca Taca;Un capítulo de la Ley Bases genera expectativas para el yacimiento salteño.\xa0De todas maneras, hay otros puntos pendientes para que avance la mina.;https://www.eltribuno.com/salta/2024-5-5-0-14-0-el-regimen-que-puede-destrabar-la-inversion-en-el-proyecto-taca-taca
Nacionales;Empezaron a capacitar para poner en marcha el Simsa;Se trata de una herramienta digital de la Provincia que permite a las mineras reportar directamente sus desempeños en un portal web.;https://www.eltribuno.com/salta/2024-5-1-0-0-0-empezaron-a-capacitar-para-poner-en-marcha-el-simsa
Nacionales;Catering Andino, un ejemplo de desarrollo con la minería;La empresa salteña se expandió a la par del crecimiento de la actividad en la Puna. Brinda diversos servicios, además de la alimentación de trabajadores.;https://www.eltribuno.com/salta/2024-5-1-0-0-0-catering-andino-un-ejemplo-de-desarrollo-con-la-mineria
Nacionales;Proveedores de la Puna piden más participación;Buscan modificaciones en la ley provincial de promoción minera.La cámara empresarial que los representa se reunió con legisladores y funcionarios.;https://www.eltribuno.com/salta/2024-4-27-22-19-0-proveedores-de-la-puna-piden-mas-participacion
Nacionales;Polémica: Abogados objetan un proyecto de la Corte de Salta;La limitación de los recursos de queja desató cuestionamientos. La Corte propuso un depósito dinerario como nuevo requisito de admisibilidad. Abogados consideran que afectaría derechos y la igualdad ante la ley.;https://www.eltribuno.com//salta/2024-5-15-0-0-0-la-limitacion-de-los-recursos-de-queja-desato-cuestionamientos
Nacionales;¡Arranca con todo el Hot Days en el Corralón El Amigo!;Desde el 13 hasta el 18 de mayo, prepárate para disfrutar de ofertas explosivas y financia tus proyectos en hasta 6 cuotas sin interés.;https://www.eltribuno.com//salta/2024-5-14-0-16-0-arranca-con-todo-el-hot-days-en-el-corralon-el-amigo
Nacionales;Enfermedades respiratorias: Van en aumento los casos y piden prevención;Entre 50 y 60 pacientes diarios respiratorios se reciben en la guardia del hospital público Materno Infantil aproximadamente y antes eran mucho menos. Especialistas piden prepararse para el frío.;https://www.eltribuno.com/salta/2024-5-15-0-0-0-enfermedades-respiratorias-van-en-aumento-los-casos-y-piden-prevencion
Nacionales;¡Arranca con todo el Hot Days en el Corralón El Amigo!;Desde el 13 hasta el 18 de mayo, prepárate para disfrutar de ofertas explosivas y financia tus proyectos en hasta 6 cuotas sin interés.;https://www.eltribuno.com/salta/2024-5-14-0-16-0-arranca-con-todo-el-hot-days-en-el-corralon-el-amigo
Nacionales;Voluntarios salieron a dar comida a personas sin techo;Las personas agradecieron el gesto y esta campaña solidaria tras recibir la bandeja que les dieron los integrantes de la “Asociación Hermanos en la Calle”.;https://www.eltribuno.com/salta/2024-5-17-17-30-0-saltenos-saldran-a-entregar-bandejas-de-comida-a-personas-en-situacion-de-calle
Otras;Cuáles son los 8 factores que pueden afectar a la memoria y aumentar el riesgo de Alzheimer;Las investigaciones revelan que la salud del cerebro está vinculada con la de otros órganos, como el corazón, intestinos, ojos y boca. Qué acciones son las responsables y cómo tratarlas a tiempo para un envejecimiento saludable;https://www.infobae.com/entretenimiento/2024/05/15/primer-trailer-de-wicked-traicion-y-amistad-en-la-nueva-pelicula-de-ariana-grande-y-cynthia-erivo/
Otras;¿Son los bálsamos labiales un engaño? Por qué es aconsejable consultar sus ingredientes;Una tendencia viral en TikTok alerta contra este producto, pero varias dermatólogas aconsejan utilizar cacao;https://elpais.com/salud-y-bienestar/2024-05-18/son-los-balsamos-labiales-un-engano-por-que-es-aconsejable-consultar-sus-ingredientes.html
Otras;Léa Seydoux: “Hay personas que ven Hollywood como el único objetivo posible para un actor. No es mi caso”;Francesa hasta la médula e imagen de Louis Vuitton, el emblema galo se mueve orgullosa entre el cine de autor y Hollywood. “Mis padres estuvieron ocupados viviendo sus vidas”, asegura;https://elpais.com/smoda/famosos/2024-05-18/lea-seydoux-creci-con-una-sensacion-de-transparencia-mis-padres-estuvieron-ocupados-viviendo-sus-vidas.html
Otras;Por qué no hay hombres en los clubs de lectura;Hablo con amigos escritores y les pregunto por los clubes de lectura sobre sus libros en los que participan;https://elpais.com/smoda/placeres/2024-05-18/por-que-no-hay-hombres-es-los-clubs-de-lectura.html
Sociedad;Una víctima de trata en Rumania: “Me raptaron con 15 años y me encerraron para prostituirme”;España es uno de los principales países de destino de las menores prostituidas que salen del país. El 40% proviene de instituciones de protección;https://elpais.com/https://elpais.com/sociedad/2024-05-15/una-victima-de-trata-en-rumania-me-raptaron-con-15-anos-y-me-encerraron-cuatro-meses-para-prostituirme.html
Sociedad;Cómo es Ashgabat , la ciudad con más récords mundiales;En la capital de Turkmenistán, la grandiosidad arquitectónica convive con estrictas restricciones sociales y digitales;https://www.infobae.com/ultimas-noticias//sociedad/2024/05/18/como-es-ashgabat-la-ciudad-con-mas-records-mundiales/
Sociedad;Robo, persecución y tiroteo en la General Paz: uno de los ladrones se arrojó de un puente y murió;La secuencia comenzó en Flores y terminó en Saavedra. Otro delincuente fue detenido tras saltar también al vacío;https://www.infobae.com/ultimas-noticias//sociedad/policiales/2024/05/18/robo-persecucion-y-tiroteo-en-la-general-paz-uno-de-los-ladrones-se-arrojo-de-un-puente-y-murio/
Sociedad;El Hobbiton bonaerense: un hombre remodeló su casa en zona sur como la comarca de “El señor de los anillos”;En el barrio de Adrogué, la propiedad de Leandro Petrola de 46 años, parece sacada de un libro de J.R.R. Tolkien;https://www.infobae.com/ultimas-noticias//sociedad/2024/05/18/el-hobbiton-bonaerense-un-hombre-remodelo-su-casa-en-zona-sur-como-la-comarca-de-el-senor-de-los-anillos/
Sociedad;Día de la Escarapela: ¿por qué se celebra hoy, 18 de mayo?;La emblemática cinta celeste y blanca tiene una historia especial, desde su creación hasta convertirse en un símbolo oficial y educativo;https://www.infobae.com/ultimas-noticias//sociedad/2024/05/18/dia-de-la-escarapela-por-que-se-celebra-hoy-18-de-mayo/
Sociedad;El pueblo neuquino con aguas termales, nieve y un volcán que compite para ser el más lindo del mundo;Copahue fue habitada por comunidades Mapuches durante varios siglos, y ahora podría ser reconocido mundialmente;https://www.infobae.com/ultimas-noticias//sociedad/2024/05/18/el-pueblo-neuquino-con-aguas-termales-nieve-y-un-volcan-que-compite-para-ser-el-mas-lindo-del-mundo/
Sociedad;El reclamo del padre de la víctima de “La Hiena Humana” tras la condena: “Un error destruyó una familia”;El asesino Roberto José Carmona fue sentenciado a prisión perpetua. Sin embargo, aún resta determinar la responsabilidad de las autoridades que permitieron que el homicida salga de la cárcel en donde cumplía penas por otros crímenes brutales;https://www.infobae.com/ultimas-noticias//sociedad/policiales/2024/05/18/el-reclamo-del-padre-de-la-victima-de-la-hiena-humana-tras-la-condena-un-error-destruyo-una-familia/
Sociedad;La defensa del femicida de la estudiante de medicina de Cipolletti apelará la condena;El abogado del acusado aseguró que la decisión fue impulsada por presiones, luego de que un jurado popular lo encontrara culpable por el femicidio de la estudiante de Medicina;https://www.infobae.com/ultimas-noticias//sociedad/policiales/2024/05/18/la-defensa-del-femicida-de-la-estudiante-de-medicina-de-cipolletti-apelara-la-condena/
Sociedad;Detuvieron a una mujer que intentó matar a sus hijos al dejar la llave de gas abierta: “Lo hice para asustar al padre”;Las víctimas son tres menores que tienen 7, 10 y 12 años. Todos fueron trasladados al Hospital Materno Infantil, donde recibieron la atención correspondiente;https://www.infobae.com/ultimas-noticias//sociedad/policiales/2024/05/18/detuvieron-a-una-mujer-que-intento-matar-a-sus-hijos-al-dejar-la-llave-de-gas-abierta-lo-hice-para-asustar-al-padre/
Sociedad;Detuvieron a ocho personas tras allanar un búnker de drogas en Rosario que pertenecía a “La Mafilia”;La banda es conocida por ser enemiga de Los Monos y por presuntamente haber sido la responsable del crimen el músico Lorenzo “Jimi” Altamirano;https://www.infobae.com/ultimas-noticias//sociedad/policiales/2024/05/18/detuvieron-a-ocho-personas-tras-allanar-un-bunker-de-drogas-en-rosario-que-pertenecia-a-la-mafilia/
Sociedad;Compuestos derivados de la denostada talidomida muestran eficacia frente al cáncer;Diversos estudios demuestan que estas sustancias inhiben el crecimiento de los vasos sanguíneos y, por tanto, son útiles para cortar el suministro de nutrientes a los tumores;https://www.larazon.es/https://www.larazon.es/sociedad/compuestos-derivados-denostada-talidomida-muestran-eficacia-frente-cancer_20240518664871282dc8ee000186c5e4.html
Sociedad;Nuevo globo sonda de Mónica García: ahora dice que revisará el copago de las medicinas;"La ministra de Sanidad asegura que ""no nos podemos permitir 1.000 millones de incremento del gasto farmacéutico""";https://www.larazon.es/https://www.larazon.es/sociedad/nuevo-globo-sonda-monica-garcia-ahora-dice-que-revisara-copago-medicinas_20240518664860dd2241060001d09aa3.html
Sociedad;La Policía federal allanó la Municipalidad de San Martin por una causa similar a la de «Chocolate» Rigau;Por ordenes de la justicia, el intendente no puede dejar el país. La justicia investigó el edificio en busca de nueva información para la...;https://elintransigente.com/2024/05/la-policia-federal-allano-la-municipalidad-de-san-martin-por-una-causa-similar-a-la-de-chocolate-rigau/
Sociedad;Un joven argentino murió combatiendo en Gaza: tenía 20 años y pertenecía a las Fuerzas de Defensa de Israel;El gran rabino de AMIA Eliahu Hamra confirmó la triste noticia a través de un tuit. Se llamaba Ilán Cohen, pertenecía al batallón 202 y falleció durante un enfrentamiento bélico al norte de la Franja de Gaza;https://www.infobae.com/sociedad/2024/05/16/un-joven-argentino-murio-combatiendo-en-gaza-tenia-20-anos-y-pertenecia-a-las-fuerzas-de-defensa-de-israel/
Sociedad;La Justicia frenó el aumento del subte programado para este viernes;Fecha incierta;https://www.c5n.com/sociedad/la-justicia-freno-el-aumento-del-subte-programado-este-viernes-n158259
Sociedad;Argentina le devolvió al Estado Italiano una colección de monedas del Imperio Romano;Fueron recuperadas por la Aduana;https://www.c5n.com/sociedad/argentina-le-devolvio-al-estado-italiano-una-coleccion-monedas-del-imperio-romano-n158270
Sociedad;Caso Lucio Dupuy: la madre del nene y su novia cumplirán cadena perpetua en prisiones separadas;Judiciales;https://www.c5n.com/sociedad/caso-lucio-dupuy-la-madre-del-nene-y-su-novia-cumpliran-cadena-perpetua-prisiones-separadas-n158257
Sociedad;Revolución solidaria: la colecta de alimentos de Grupo Indalo;RSE;https://www.c5n.com/sociedad/revolucion-solidaria-la-colecta-alimentos-grupo-indalo-n157704
Sociedad;Evacuan pasajeros del Tren Roca por un accidente en Lomas de Zamora;Tránsito Hay demoras y cancelaciones de servicios. Formaciones circulan por vías alternativas.;https://www.c5n.com/sociedad/evacuan-pasajeros-del-tren-roca-un-accidente-lomas-zamora-n158277
Sociedad;Decomiso récord en la capital: una tonelada de alimentos en mal estado y excremento de ratas entre las góndolas;La Dirección de Bromatología municipal inspeccionó seis comercios mayoristas. Se labraron multas y hubo cuatro clausuras.;https://www.lagaceta.com.ar/nota/1035456/sociedad/decomiso-record-capital-tonelada-alimentos-mal-estado-excremento-ratas-entre-gondolas.html
Sociedad;Celosos, independientes o demandantes: las razas de gatos más ariscas de todas;Los gatos son compañeros incondicionales, aunque algunos también pueden llegar a tener un carácter bastante imponente.;https://www.lagaceta.com.ar/nota/1035455/sociedad/celosos-independientes-o-demandantes-razas-gatos-mas-ariscas-todas.html
Sociedad;Los mejores trucos y remedios para combatir el dolor de garganta;Recordá siempre consultar a un profesional de la salud si el dolor persiste o se agrava.;https://www.lagaceta.com.ar/nota/1035449/sociedad/mejores-trucos-remedios-para-combatir-dolor-garganta.html
Tecnologia;Neuralink: a mil días, así está el primer paciente con implante de chip cerebral;El proyecto tiene un problema, pero la compañía dice que lo solucionó. A pesar de los contratiempos, la empresa de Elon Musk continúa avanzando con su ambiciosa tecnología de interfaz cerebro-computadora.;https://www.eltribuno.com/tecnologia/2024-5-9-21-2-0-neuralink-a-mil-dias-asi-esta-el-primer-paciente-con-implante-de-chip-cerebral
Tecnologia;Apple le puso fecha a sus plegables, el iPhone se hace esperar;"Podría lanzar un MacBook plegable en 2025; el iPhone en 2026.";https://www.eltribuno.com/tecnologia/2024-5-6-20-46-0-apple-le-puso-fecha-a-sus-plegables-el-iphone-se-hace-esperar
Tecnologia;El gigante Apple sorprendió al mercado y ejecutó una histórica recompra de acciones por US$ 110.000 millones;Lo decidió en medio de una fuerte caída en las ventas de iPhone.;https://www.eltribuno.com/tecnologia/2024-5-3-18-15-0-el-gigante-apple-sorprendio-al-mercado-y-ejecuto-una-historica-recompra-de-acciones-por-us-110-000-millones
